WTA,Location,Tournament,Date,Tier,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,WPts,LPts,W1,L1,W2,L2,W3,L3,Wsets,Lsets,Comment,B365W,B365L,PSW,PSL,MaxW,MaxL,AvgW,AvgL
14,Miami,Miami Open,27/03/2022,WTA1000,Outdoor,Hard,3rd Round,3,Fruhvirtova L.,Azarenka V.,279,16,237,2336,6,2,3,0,,,1,0,Retired,4.33,1.22,4.96,1.22,4.96,1.28,4.37,1.21
14,Miami,Miami Open,27/03/2022,WTA1000,Outdoor,Hard,3rd Round,3,Pegula J.,Rybakina E.,21,18,2215,2261,6,3,6,4,,,2,0,Completed,2.1,1.72,2.19,1.76,2.19,1.82,2.09,1.73
14,Miami,Miami Open,27/03/2022,WTA1000,Outdoor,Hard,3rd Round,3,Gauff C.,Zhang S.,17,43,2280,1205,7,6,7,5,,,2,0,Completed,1.25,4,1.31,3.85,1.33,4.03,1.28,3.69
14,Miami,Miami Open,27/03/2022,WTA1000,Outdoor,Hard,3rd Round,3,Kvitova P.,Davis L.,32,94,1595,714,7,5,6,1,,,2,0,Completed,1.33,3.4,1.37,3.39,1.4,3.63,1.32,3.35
14,Miami,Miami Open,28/03/2022,WTA1000,Outdoor,Hard,3rd Round,3,Swiatek I.,Brengle M.,2,59,5776,1037,6,0,6,3,,,2,0,Completed,1.06,10,1.06,12.22,1.08,13,1.05,9.96
14,Miami,Miami Open,28/03/2022,WTA1000,Outdoor,Hard,4th Round,3,Collins D.,Jabeur O.,11,10,2971,2975,6,2,6,4,,,2,0,Completed,1.8,2,1.79,2.15,1.86,2.16,1.77,2.04
14,Miami,Miami Open,28/03/2022,WTA1000,Outdoor,Hard,4th Round,3,Saville D.,Bronzetti L.,249,102,277,657,5,7,6,4,7,5,2,1,Completed,1.25,4,1.28,4.16,1.29,4.34,1.24,4.06
14,Miami,Miami Open,28/03/2022,WTA1000,Outdoor,Hard,4th Round,3,Osaka N.,Riske A.,77,50,861,1136,6,3,6,4,,,2,0,Completed,1.25,4,1.28,4.06,1.3,4.2,1.27,3.8
14,Miami,Miami Open,28/03/2022,WTA1000,Outdoor,Hard,4th Round,3,Swiatek I.,Gauff C.,2,17,5776,2280,6,3,6,1,,,2,0,Completed,1.16,5,1.25,4.51,1.26,5,1.21,4.42
14,Miami,Miami Open,28/03/2022,WTA1000,Outdoor,Hard,4th Round,3,Bencic B.,Sasnovich A.,28,60,1826,1033,6,2,6,3,,,2,0,Completed,1.53,2.5,1.65,2.37,1.62,2.56,1.54,2.45
14,Miami,Miami Open,29/03/2022,WTA1000,Outdoor,Hard,4th Round,3,Kvitova P.,Kudermetova V.,32,23,1595,2035,7,6,6,4,,,2,0,Completed,2,1.8,2.11,1.82,2.11,1.93,1.99,1.81
14,Miami,Miami Open,29/03/2022,WTA1000,Outdoor,Hard,4th Round,3,Pegula J.,Kalinina A.,21,51,2215,1118,6,0,,,,,1,0,Retired,1.36,3.2,1.36,3.43,1.4,3.43,1.35,3.15
14,Miami,Miami Open,29/03/2022,WTA1000,Outdoor,Hard,4th Round,3,Badosa P.,Fruhvirtova L.,6,279,4790,237,6,2,6,3,,,2,0,Completed,1.16,5,1.18,5.63,1.2,5.63,1.16,5.15
14,Miami,Miami Open,29/03/2022,WTA1000,Outdoor,Hard,Quarterfinals,3,Bencic B.,Saville D.,28,249,1826,277,6,1,6,2,,,2,0,Completed,1.28,3.75,1.31,3.83,1.32,4.33,1.29,3.57
14,Miami,Miami Open,30/03/2022,WTA1000,Outdoor,Hard,Quarterfinals,3,Osaka N.,Collins D.,77,11,861,2971,6,2,6,1,,,2,0,Completed,1.5,2.62,1.56,2.62,1.58,2.75,1.51,2.55
14,Miami,Miami Open,30/03/2022,WTA1000,Outdoor,Hard,Quarterfinals,3,Pegula J.,Badosa P.,21,6,2215,4790,4,1,,,,,0,0,Retired,2.3,1.61,2.3,1.7,2.59,1.7,2.36,1.6
14,Miami,Miami Open,31/03/2022,WTA1000,Outdoor,Hard,Quarterfinals,3,Swiatek I.,Kvitova P.,2,32,5776,1595,6,3,6,3,,,2,0,Completed,1.16,5,1.22,4.94,1.22,5.45,1.19,4.79
14,Miami,Miami Open,31/03/2022,WTA1000,Outdoor,Hard,Semifinals,3,Osaka N.,Bencic B.,77,28,861,1826,4,6,6,3,6,4,2,1,Completed,1.4,3,1.44,3.02,1.5,3.4,1.44,2.82
14,Miami,Miami Open,01/04/2022,WTA1000,Outdoor,Hard,Semifinals,3,Swiatek I.,Pegula J.,2,21,5776,2215,6,2,7,5,,,2,0,Completed,1.2,4.5,1.22,4.85,1.28,4.85,1.21,4.43
14,Miami,Miami Open,02/04/2022,WTA1000,Outdoor,Hard,The Final,3,Swiatek I.,Osaka N.,2,77,5776,861,6,4,6,0,,,2,0,Completed,1.53,2.5,1.57,2.59,1.57,2.77,1.52,2.55
15,Bogota,Copa Colsanitas,04/04/2022,WTA250,Outdoor,Clay,1st Round,3,Bjorklund M.,Zarazua R.,183,171,359,384,6,1,6,3,,,2,0,Completed,1.66,2.2,1.71,2.25,1.77,2.25,1.7,2.14
15,Bogota,Copa Colsanitas,04/04/2022,WTA250,Outdoor,Clay,1st Round,3,Stefanini L.,Papamichail D.,159,172,407,382,6,3,6,4,,,2,0,Completed,1.5,2.62,1.49,2.79,1.55,2.79,1.48,2.61
15,Bogota,Copa Colsanitas,04/04/2022,WTA250,Outdoor,Clay,1st Round,3,Pigossi L.,Tan H.,212,90,316,743,6,4,6,3,,,2,0,Completed,2.75,1.44,2.65,1.53,2.78,1.61,2.55,1.5
15,Bogota,Copa Colsanitas,04/04/2022,WTA250,Outdoor,Clay,1st Round,3,Maria T.,Carle M.,237,251,287,278,6,1,6,2,,,2,0,Completed,1.36,3.2,1.43,3.04,1.5,3.2,1.39,2.96
15,Bogota,Copa Colsanitas,04/04/2022,WTA250,Outdoor,Clay,1st Round,3,Peterson R.,Herazo M.,80,454,811,107,6,4,6,3,,,2,0,Completed,1.05,11,1.08,9.54,1.09,13,1.06,9.12
15,Bogota,Copa Colsanitas,04/04/2022,WTA250,Outdoor,Clay,1st Round,3,Errani S.,Voegele S.,145,141,441,462,6,0,6,3,,,2,0,Completed,1.57,2.37,1.55,2.61,1.59,2.61,1.53,2.46
15,Bogota,Copa Colsanitas,05/04/2022,WTA250,Outdoor,Clay,1st Round,3,Gorgodze E.,Monroy Y.,120,683,547,49,6,0,6,3,,,2,0,Completed,1.05,11,1.02,19.54,1.05,20,1.02,14.02
15,Bogota,Copa Colsanitas,05/04/2022,WTA250,Outdoor,Clay,1st Round,3,Lizarazo Y.,Schmiedlova A.,537,91,81,741,4,6,7,6,6,2,2,1,Completed,8,1.08,11.36,1.06,11.36,1.09,8.98,1.06
15,Bogota,Copa Colsanitas,05/04/2022,WTA250,Outdoor,Clay,1st Round,3,Rakhimova K.,Krunic A.,111,116,598,567,6,2,3,6,7,5,2,1,Completed,2.1,1.72,2.29,1.69,2.29,1.78,2.15,1.69
15,Bogota,Copa Colsanitas,05/04/2022,WTA250,Outdoor,Clay,1st Round,3,Avanesyan E.,Dart H.,170,100,386,655,6,1,6,2,,,2,0,Completed,2.37,1.57,2.56,1.56,2.61,1.62,2.45,1.54
15,Bogota,Copa Colsanitas,05/04/2022,WTA250,Outdoor,Clay,1st Round,3,Lamens S.,Sharma A.,204,92,325,716,6,4,1,6,6,4,2,1,Completed,2.5,1.53,2.75,1.5,2.75,1.6,2.56,1.5
15,Bogota,Copa Colsanitas,05/04/2022,WTA250,Outdoor,Clay,1st Round,3,Bara I.,Ormaechea P.,118,146,555,439,6,3,7,5,,,2,0,Completed,2,1.8,2,1.89,2.13,1.89,1.98,1.81
15,Bogota,Copa Colsanitas,05/04/2022,WTA250,Outdoor,Clay,1st Round,3,Osorio M.,In-Albon Y.,33,142,1334,460,7,6,2,6,2,2,1,1,Retired,1.14,5.5,1.19,5.24,1.22,5.6,1.17,5
15,Bogota,Copa Colsanitas,05/04/2022,WTA250,Outdoor,Clay,1st Round,3,Oz I.,Seguel D.,267,224,261,303,6,2,7,5,,,2,0,Completed,1.8,2,1.78,2.14,1.8,2.22,1.73,2.09
15,Bogota,Copa Colsanitas,05/04/2022,WTA250,Outdoor,Clay,1st Round,3,Yastremska D.,Udvardy P.,102,84,651,797,7,5,6,1,,,2,0,Completed,1.4,3,1.45,2.94,1.45,3.05,1.4,2.9
15,Bogota,Copa Colsanitas,05/04/2022,WTA250,Outdoor,Clay,1st Round,3,Haddad Maia B.,Jani R.L.,59,138,1034,464,6,4,4,6,7,5,2,1,Completed,1.16,5,1.19,5.31,1.2,6,1.17,4.91
15,Bogota,Copa Colsanitas,06/04/2022,WTA250,Outdoor,Clay,2nd Round,3,Bjorklund M.,Lizarazo Y.,183,537,359,81,6,1,6,4,,,2,0,Completed,1.36,3.2,1.4,3.22,1.4,3.7,1.35,3.15
15,Bogota,Copa Colsanitas,06/04/2022,WTA250,Outdoor,Clay,2nd Round,3,Pigossi L.,Gorgodze E.,212,120,316,547,6,3,6,2,,,2,0,Completed,1.9,1.9,1.86,2.05,1.92,2.05,1.84,1.95
15,Bogota,Copa Colsanitas,06/04/2022,WTA250,Outdoor,Clay,2nd Round,3,Maria T.,Peterson R.,237,80,287,811,6,1,6,4,,,2,0,Completed,3.2,1.36,3.2,1.4,3.21,1.41,3.03,1.37
15,Bogota,Copa Colsanitas,06/04/2022,WTA250,Outdoor,Clay,2nd Round,3,Avanesyan E.,Stefanini L.,170,159,386,407,6,2,6,2,,,2,0,Completed,1.72,2.1,1.76,2.2,1.99,2.2,1.75,2.06
15,Bogota,Copa Colsanitas,06/04/2022,WTA250,Outdoor,Clay,2nd Round,3,Yastremska D.,Errani S.,102,145,651,441,6,3,7,6,,,2,0,Completed,1.36,3.2,1.37,3.42,1.44,3.42,1.36,3.09
15,Bogota,Copa Colsanitas,07/04/2022,WTA250,Outdoor,Clay,2nd Round,3,Bara I.,Lamens S.,118,204,555,325,6,0,0,6,6,4,2,1,Completed,2.3,1.61,2.47,1.61,2.5,1.67,2.35,1.58
15,Bogota,Copa Colsanitas,07/04/2022,WTA250,Outdoor,Clay,2nd Round,3,Osorio M.,Oz I.,33,267,1334,261,6,3,7,6,,,2,0,Completed,1.28,3.75,1.28,4.08,1.31,4.08,1.28,3.6
15,Bogota,Copa Colsanitas,07/04/2022,WTA250,Outdoor,Clay,2nd Round,3,Rakhimova K.,Haddad Maia B.,111,59,598,1034,4,6,6,3,6,4,2,1,Completed,3.75,1.28,4.26,1.27,4.26,1.4,3.61,1.28
15,Bogota,Copa Colsanitas,08/04/2022,WTA250,Outdoor,Clay,Quarterfinals,3,Pigossi L.,Yastremska D.,212,102,316,651,6,2,4,6,7,6,2,1,Completed,5,1.16,6.34,1.15,7.2,1.18,5.62,1.14
15,Bogota,Copa Colsanitas,08/04/2022,WTA250,Outdoor,Clay,Quarterfinals,3,Osorio M.,Avanesyan E.,33,170,1334,386,6,1,6,4,,,2,0,Completed,1.3,3.5,1.34,3.63,1.38,3.7,1.31,3.38
15,Bogota,Copa Colsanitas,08/04/2022,WTA250,Outdoor,Clay,Quarterfinals,3,Maria T.,Bjorklund M.,237,183,287,359,6,1,6,4,,,2,0,Completed,1.4,3,1.46,2.96,1.52,3,1.43,2.77
15,Bogota,Copa Colsanitas,08/04/2022,WTA250,Outdoor,Clay,Quarterfinals,3,Rakhimova K.,Bara I.,111,118,598,555,6,3,4,6,6,2,2,1,Completed,1.5,2.62,1.61,2.48,1.62,2.64,1.55,2.43
15,Bogota,Copa Colsanitas,09/04/2022,WTA250,Outdoor,Clay,Semifinals,3,Pigossi L.,Osorio M.,212,33,316,1334,7,5,7,6,,,2,0,Completed,4.5,1.2,5.22,1.2,5.22,1.25,4.65,1.19
15,Bogota,Copa Colsanitas,09/04/2022,WTA250,Outdoor,Clay,Semifinals,3,Maria T.,Rakhimova K.,237,111,287,598,6,2,6,2,,,2,0,Completed,2,1.8,2.08,1.84,2.08,2.1,1.94,1.86
15,Bogota,Copa Colsanitas,10/04/2022,WTA250,Outdoor,Clay,The Final,3,Maria T.,Pigossi L.,237,212,287,316,6,3,4,6,6,2,2,1,Completed,1.44,2.75,1.47,2.91,1.55,2.91,1.46,2.71
16,Charleston,Charleston Open,04/04/2022,WTA500,Outdoor,Clay,1st Round,3,Kalinina A.,Sasnovich A.,42,51,1208,1123,6,4,6,4,,,2,0,Completed,1.8,2,2,1.89,2.1,2.03,1.94,1.86
16,Charleston,Charleston Open,04/04/2022,WTA500,Outdoor,Clay,1st Round,3,Fruhvirtova L.,Konjuh A.,188,62,355,1003,4,6,6,1,6,3,2,1,Completed,2,1.8,2.26,1.7,2.26,1.88,2.07,1.74
16,Charleston,Charleston Open,04/04/2022,WTA500,Outdoor,Clay,1st Round,3,Zavatska K.,Yuan Y.,215,143,313,458,6,4,6,2,,,2,0,Completed,2,1.8,2.14,1.78,2.15,2.1,2.03,1.78
16,Charleston,Charleston Open,04/04/2022,WTA500,Outdoor,Clay,1st Round,3,Bondar A.,Hartono A.,73,165,884,392,6,1,6,4,,,2,0,Completed,1.44,2.75,1.47,2.87,1.5,3.03,1.43,2.8
16,Charleston,Charleston Open,04/04/2022,WTA500,Outdoor,Clay,1st Round,3,Liu C.,Watson H.,89,105,755,641,6,4,6,2,,,2,0,Completed,1.57,2.37,1.61,2.45,1.67,2.47,1.59,2.35
16,Charleston,Charleston Open,04/04/2022,WTA500,Outdoor,Clay,1st Round,3,Eikeri U.,Kichenok N.,283,N/A,235,N/A,5,7,6,2,6,2,2,1,Completed,1.53,2.5,1.66,2.35,1.7,2.5,1.58,2.37
16,Charleston,Charleston Open,04/04/2022,WTA500,Outdoor,Clay,1st Round,3,Cornet A.,Parks A.,34,150,1315,434,6,0,7,5,,,2,0,Completed,1.16,5,1.18,5.54,1.2,5.6,1.18,4.74
16,Charleston,Charleston Open,04/04/2022,WTA500,Outdoor,Clay,1st Round,3,Paolini J.,Lee G.,48,259,1159,268,6,2,6,3,,,2,0,Completed,1.1,7,1.09,8.84,1.14,8.84,1.09,7.22
16,Charleston,Charleston Open,04/04/2022,WTA500,Outdoor,Clay,1st Round,3,Alexandrova E.,Kiick A.,54,270,1081,259,6,1,6,1,,,2,0,Completed,1.14,5.5,1.11,6.76,1.14,7.85,1.1,6.66
16,Charleston,Charleston Open,04/04/2022,WTA500,Outdoor,Clay,1st Round,3,Anisimova A.,Vickery S.,47,244,1165,283,6,0,7,5,,,2,0,Completed,1.1,7,1.08,9.44,1.12,10.25,1.08,7.88
16,Charleston,Charleston Open,04/04/2022,WTA500,Outdoor,Clay,1st Round,3,Zhang S.,Di Lorenzo F.,41,199,1210,335,6,2,6,4,,,2,0,Completed,1.22,4.33,1.2,5.04,1.22,5.04,1.19,4.6
16,Charleston,Charleston Open,04/04/2022,WTA500,Outdoor,Clay,1st Round,3,Frech M.,Kvitova P.,87,29,774,1690,7,6,3,2,,,1,0,Retired,3.2,1.36,3.22,1.39,3.8,1.4,3.18,1.35
16,Charleston,Charleston Open,05/04/2022,WTA500,Outdoor,Clay,1st Round,3,Kanepi K.,Rogers S.,57,44,1038,1184,6,7,7,5,6,2,2,1,Completed,2,1.8,2.23,1.72,2.25,1.8,2.1,1.73
16,Charleston,Charleston Open,05/04/2022,WTA500,Outdoor,Clay,1st Round,3,Begu I.,Wang Xin.,66,88,964,772,7,6,6,4,,,2,0,Completed,1.36,3.2,1.41,3.1,1.5,3.2,1.38,2.96
16,Charleston,Charleston Open,05/04/2022,WTA500,Outdoor,Clay,1st Round,3,Davis L.,Bolkvadze M.,82,155,799,424,6,2,6,3,,,2,0,Completed,1.14,5.5,1.13,6.45,1.17,6.82,1.13,5.84
16,Charleston,Charleston Open,05/04/2022,WTA500,Outdoor,Clay,1st Round,3,Linette M.,Volynets K.,64,154,991,429,4,6,6,3,7,6,2,1,Completed,1.4,3,1.48,2.84,1.48,3.02,1.44,2.76
16,Charleston,Charleston Open,05/04/2022,WTA500,Outdoor,Clay,1st Round,3,Baptiste H.,Ruse E.G.,124,55,515,1073,6,3,6,0,,,2,0,Completed,3.2,1.36,3.09,1.42,3.4,1.42,3.15,1.35
16,Charleston,Charleston Open,05/04/2022,WTA500,Outdoor,Clay,1st Round,3,Bencic B.,Wang Xiy.,21,149,2151,434,4,6,7,6,6,3,2,1,Completed,1.08,8,1.11,7.77,1.12,8,1.1,6.95
16,Charleston,Charleston Open,05/04/2022,WTA500,Outdoor,Clay,1st Round,3,Vandeweghe C.,Gasanova A.,168,153,390,431,6,3,4,6,6,3,2,1,Completed,2.37,1.57,2.48,1.6,3.6,1.65,2.48,1.53
16,Charleston,Charleston Open,05/04/2022,WTA500,Outdoor,Clay,1st Round,3,Navarro E.,Brengle M.,201,56,332,1067,6,7,6,2,3,0,1,1,Retired,3.75,1.28,3.54,1.34,3.75,1.36,3.43,1.31
16,Charleston,Charleston Open,05/04/2022,WTA500,Outdoor,Clay,1st Round,3,Putintseva Y.,Anderson R.,46,178,1166,365,6,2,7,6,,,2,0,Completed,1.12,6,1.15,6.36,1.18,6.36,1.14,5.64
16,Charleston,Charleston Open,05/04/2022,WTA500,Outdoor,Clay,1st Round,3,Zheng Q.,Stephens S.,72,36,892,1282,6,3,4,6,6,0,2,1,Completed,2.1,1.72,2.35,1.65,2.36,1.75,2.16,1.68
16,Charleston,Charleston Open,05/04/2022,WTA500,Outdoor,Clay,1st Round,3,Riske A.,Mcnally C.,43,164,1201,393,7,5,6,3,,,2,0,Completed,1.22,4.33,1.21,4.86,1.23,4.9,1.2,4.44
16,Charleston,Charleston Open,06/04/2022,WTA500,Outdoor,Clay,1st Round,3,Tomljanovic A.,Chang S.,39,318,1231,195,7,5,6,4,,,2,0,Completed,1.25,4,1.27,4.14,1.3,4.71,1.26,3.77
16,Charleston,Charleston Open,06/04/2022,WTA500,Outdoor,Clay,2nd Round,3,Keys M.,Eikeri U.,24,283,1904,235,6,3,6,1,,,2,0,Completed,1.06,10,1.06,11.41,1.08,11.41,1.05,9.73
16,Charleston,Charleston Open,06/04/2022,WTA500,Outdoor,Clay,2nd Round,3,Anisimova A.,Putintseva Y.,47,46,1165,1166,6,1,6,2,,,2,0,Completed,1.44,2.75,1.51,2.72,1.51,2.84,1.47,2.66
16,Charleston,Charleston Open,06/04/2022,WTA500,Outdoor,Clay,2nd Round,3,Vandeweghe C.,Davis L.,168,82,390,799,3,6,6,3,6,3,2,1,Completed,3.2,1.36,3.67,1.32,3.67,1.37,3.33,1.32
16,Charleston,Charleston Open,06/04/2022,WTA500,Outdoor,Clay,2nd Round,3,Cornet A.,Baptiste H.,34,124,1315,515,6,3,6,2,,,2,0,Completed,1.44,2.75,1.43,3.01,1.48,3.05,1.42,2.85
16,Charleston,Charleston Open,06/04/2022,WTA500,Outdoor,Clay,2nd Round,3,Pliskova Ka.,Zavatska K.,7,215,4197,313,5,7,7,5,6,4,2,1,Completed,1.14,5.5,1.17,5.58,1.2,6.1,1.15,5.37
16,Charleston,Charleston Open,06/04/2022,WTA500,Outdoor,Clay,2nd Round,3,Kalinina A.,Rybakina E.,42,18,1208,2261,6,4,2,6,6,4,2,1,Completed,2.75,1.44,2.99,1.43,2.99,1.54,2.77,1.43
16,Charleston,Charleston Open,06/04/2022,WTA500,Outdoor,Clay,2nd Round,3,Pegula J.,Paolini J.,13,48,2485,1159,6,2,6,1,,,2,0,Completed,1.33,3.4,1.3,3.81,1.53,6.5,1.29,3.57
16,Charleston,Charleston Open,06/04/2022,WTA500,Outdoor,Clay,2nd Round,3,Alexandrova E.,Zheng Q.,54,72,1081,892,2,6,7,5,5,2,1,1,Retired,2.1,1.72,2.21,1.74,2.21,1.8,2.1,1.72
16,Charleston,Charleston Open,06/04/2022,WTA500,Outdoor,Clay,2nd Round,3,Sabalenka A.,Riske A.,5,43,4657,1201,7,6,6,4,,,2,0,Completed,1.36,3.2,1.4,3.18,1.4,3.21,1.36,3.06
16,Charleston,Charleston Open,06/04/2022,WTA500,Outdoor,Clay,2nd Round,3,Bencic B.,Fruhvirtova L.,21,188,2151,355,6,1,7,6,,,2,0,Completed,1.28,3.75,1.31,3.72,1.36,4.96,1.29,3.54
16,Charleston,Charleston Open,06/04/2022,WTA500,Outdoor,Clay,2nd Round,3,Liu C.,Zhang S.,89,41,755,1210,7,5,2,6,6,4,2,1,Completed,1.9,1.9,2.1,1.81,2.15,2.1,1.89,1.9
16,Charleston,Charleston Open,06/04/2022,WTA500,Outdoor,Clay,2nd Round,3,Badosa P.,Bondar A.,3,73,4970,884,6,1,6,4,,,2,0,Completed,1.1,7,1.09,8.88,1.1,8.88,1.08,7.51
16,Charleston,Charleston Open,06/04/2022,WTA500,Outdoor,Clay,2nd Round,3,Kanepi K.,Frech M.,57,87,1038,774,7,5,6,3,,,2,0,Completed,1.3,3.5,1.35,3.49,1.35,3.52,1.32,3.35
16,Charleston,Charleston Open,07/04/2022,WTA500,Outdoor,Clay,2nd Round,3,Begu I.,Tomljanovic A.,66,39,964,1231,6,2,6,3,,,2,0,Completed,1.44,2.75,1.49,2.77,1.54,2.8,1.46,2.67
16,Charleston,Charleston Open,07/04/2022,WTA500,Outdoor,Clay,2nd Round,3,Jabeur O.,Navarro E.,10,201,2975,332,6,3,6,2,,,2,0,Completed,1.1,7,1.09,9.27,1.1,9.5,1.07,8.06
16,Charleston,Charleston Open,07/04/2022,WTA500,Outdoor,Clay,2nd Round,3,Linette M.,Fernandez L.A.,64,19,991,2156,3,6,6,3,6,4,2,1,Completed,3.5,1.3,3.94,1.29,3.94,1.31,3.59,1.28
16,Charleston,Charleston Open,07/04/2022,WTA500,Outdoor,Clay,3rd Round,3,Anisimova A.,Sabalenka A.,47,5,1165,4657,3,6,6,4,6,3,2,1,Completed,1.9,1.9,1.93,1.98,2.15,2.09,1.88,1.91
16,Charleston,Charleston Open,07/04/2022,WTA500,Outdoor,Clay,3rd Round,3,Vandeweghe C.,Pegula J.,168,13,390,2485,6,4,3,6,6,4,2,1,Completed,6,1.12,6.64,1.14,7,1.15,6.02,1.12
16,Charleston,Charleston Open,07/04/2022,WTA500,Outdoor,Clay,3rd Round,3,Bencic B.,Keys M.,21,24,2151,1904,6,4,6,4,,,2,0,Completed,2.1,1.72,2.18,1.76,2.2,1.83,2.1,1.72
16,Charleston,Charleston Open,07/04/2022,WTA500,Outdoor,Clay,3rd Round,3,Badosa P.,Liu C.,3,89,4970,755,3,6,7,6,6,1,2,1,Completed,1.12,6,1.14,6.64,1.14,6.8,1.12,6.05
16,Charleston,Charleston Open,07/04/2022,WTA500,Outdoor,Clay,3rd Round,3,Kalinina A.,Cornet A.,42,34,1208,1315,7,6,7,5,,,2,0,Completed,1.9,1.9,1.81,2.11,1.92,2.15,1.84,1.96
16,Charleston,Charleston Open,08/04/2022,WTA500,Outdoor,Clay,3rd Round,3,Jabeur O.,Begu I.,10,66,2975,964,6,3,6,2,,,2,0,Completed,1.36,3.2,1.4,3.19,1.45,3.4,1.37,3.06
16,Charleston,Charleston Open,08/04/2022,WTA500,Outdoor,Clay,3rd Round,3,Linette M.,Kanepi K.,64,57,991,1038,6,3,4,6,6,2,2,1,Completed,3,1.4,3.28,1.38,3.61,1.55,3.06,1.38
16,Charleston,Charleston Open,08/04/2022,WTA500,Outdoor,Clay,3rd Round,3,Alexandrova E.,Pliskova Ka.,54,7,1081,4197,6,3,6,1,,,2,0,Completed,2,1.8,1.91,2,2,2,1.89,1.91
16,Charleston,Charleston Open,08/04/2022,WTA500,Outdoor,Clay,Quarterfinals,3,Bencic B.,Badosa P.,21,3,2151,4970,2,6,7,6,6,4,2,1,Completed,2.5,1.53,2.46,1.62,2.62,1.66,2.42,1.57
16,Charleston,Charleston Open,08/04/2022,WTA500,Outdoor,Clay,Quarterfinals,3,Jabeur O.,Kalinina A.,10,42,2975,1208,6,3,6,2,,,2,0,Completed,1.36,3.2,1.38,3.35,1.4,3.6,1.35,3.17
16,Charleston,Charleston Open,08/04/2022,WTA500,Outdoor,Clay,Quarterfinals,3,Alexandrova E.,Linette M.,54,64,1081,991,6,0,6,2,,,2,0,Completed,1.44,2.75,1.45,3,1.48,3.05,1.43,2.8
16,Charleston,Charleston Open,09/04/2022,WTA500,Outdoor,Clay,Quarterfinals,3,Anisimova A.,Vandeweghe C.,47,168,1165,390,6,1,6,2,,,2,0,Completed,1.14,5.5,1.17,5.94,1.18,6,1.15,5.44
16,Charleston,Charleston Open,09/04/2022,WTA500,Outdoor,Clay,Semifinals,3,Bencic B.,Alexandrova E.,21,54,2151,1081,6,4,6,3,,,2,0,Completed,1.57,2.37,1.61,2.47,1.67,2.61,1.56,2.42
16,Charleston,Charleston Open,09/04/2022,WTA500,Outdoor,Clay,Semifinals,3,Jabeur O.,Anisimova A.,10,47,2975,1165,2,6,6,1,6,4,2,1,Completed,1.66,2.2,1.78,2.17,1.82,2.2,1.74,2.09
16,Charleston,Charleston Open,10/04/2022,WTA500,Outdoor,Clay,The Final,3,Bencic B.,Jabeur O.,21,10,2151,2975,6,1,5,7,,4,2,1,Completed,1.9,1.9,1.95,1.95,1.97,2.07,1.9,1.89
17,Istanbul,Istanbul Cup,19/04/2022,WTA250,Outdoor,Clay,1st Round,3,Cirstea S.,Rakhimova K.,24,95,1840,699,6,4,6,1,,,2,0,Completed,,,,,,,,
17,Istanbul,Istanbul Cup,19/04/2022,WTA250,Outdoor,Clay,1st Round,3,Bondar A.,Martincova T.,72,49,894,1128,6,4,7,5,,,2,0,Completed,2.1,1.72,2.11,1.8,2.2,1.82,2.07,1.75
17,Istanbul,Istanbul Cup,19/04/2022,WTA250,Outdoor,Clay,1st Round,3,Rus A.,Oz I.,74,219,863,306,6,3,6,1,,,2,0,Completed,1.4,3,1.46,2.9,1.48,3,1.42,2.82
17,Istanbul,Istanbul Cup,19/04/2022,WTA250,Outdoor,Clay,1st Round,3,Parrizas Diaz N.,Trevisan M.,54,80,1075,783,7,6,7,5,,,2,0,Completed,2,1.8,1.96,1.92,2,1.92,1.94,1.84
17,Istanbul,Istanbul Cup,19/04/2022,WTA250,Outdoor,Clay,1st Round,3,Grabher J.,Ozgen P.,194,320,345,188,7,5,6,2,,,2,0,Completed,1.12,6,1.11,7.69,1.14,7.69,1.12,6.19
17,Istanbul,Istanbul Cup,19/04/2022,WTA250,Outdoor,Clay,1st Round,3,Kudermetova V.,Melnikova M.,29,182,1675,362,6,2,6,0,,,2,0,Completed,1.2,4.5,1.24,4.44,1.24,4.5,1.21,4.28
17,Istanbul,Istanbul Cup,19/04/2022,WTA250,Outdoor,Clay,1st Round,3,Teichmann J.,Minnen G.,37,78,1269,800,6,3,6,7,6,3,2,1,Completed,1.3,3.5,1.3,3.84,1.32,4,1.28,3.59
17,Istanbul,Istanbul Cup,19/04/2022,WTA250,Outdoor,Clay,1st Round,3,Bogdan A.,Konjuh A.,90,63,710,1003,6,4,6,3,,,2,0,Completed,1.8,2,1.8,2.11,1.9,2.11,1.79,2.01
17,Istanbul,Istanbul Cup,20/04/2022,WTA250,Outdoor,Clay,1st Round,3,Gracheva V.,Bouzkova M.,73,77,876,807,6,3,7,5,,,2,0,Completed,2.5,1.53,2.47,1.6,2.6,1.6,2.46,1.54
17,Istanbul,Istanbul Cup,20/04/2022,WTA250,Outdoor,Clay,1st Round,3,Sorribes Tormo S.,Wang Q.,47,96,1135,688,6,3,6,2,,,2,0,Completed,1.61,2.3,1.61,2.34,1.67,2.52,1.61,2.28
17,Istanbul,Istanbul Cup,20/04/2022,WTA250,Outdoor,Clay,1st Round,3,Tomljanovic A.,Fourlis J.,41,236,1206,288,6,1,6,3,,,2,0,Completed,,,,,1.17,8,1.13,5.83
